PLZ,Ort,Wohnung_Min,Wohnung_Durchschnitt,Wohnung_Max,Haus_Min,Haus_Durchschnitt,Haus_Max
7326,Weisstannen,4836,8726,15150,1371,2717,5459
7402,Bonaduz,3077,7237,17660,2661,7786,19219
7403,Rhäzüns,3048,7170,17496,2441,7143,17631
7404,Feldis/Veulden,3314,7795,19022,2190,6407,15814
7405,Rothenbrunnen,3254,7653,18676,1893,5537,13668
7407,Trans,3896,9164,22363,2245,6569,16215
7408,Cazis,2865,6739,16446,1897,5550,13699
7411,Sils im Domleschg,2692,6331,15448,2020,5910,14587
7412,Scharans,4027,9472,23115,2724,7970,19672
7413,Fürstenaubruck,2692,6332,15451,2564,7502,18519
7414,Fürstenau,2678,6300,15373,2446,7158,17669
7415,Rodels,2869,6748,16467,2187,6400,15796
7415,Pratval,2689,6325,15433,2246,6570,16218
7416,Almens,4069,9570,23353,2332,6825,16846
7417,Paspels,3263,7674,18727,2277,6663,16447
7418,Tumegl/Tomils,3404,8006,19537,2252,6589,16264
7419,Scheid,3372,7930,19352,2136,6251,15429
7421,Summaprada,2810,6610,16130,2072,6063,14965
7422,Tartar,3041,7153,17456,1934,5660,13970
7423,Sarn,3063,7204,17580,2022,5915,14601
7423,Portein,2969,6984,17042,2035,5954,14698
7424,Präz,2957,6954,16970,2172,6356,15689
7424,Dalin,2989,7030,17154,2058,6022,14864
7425,Masein,2906,6834,16677,2108,6169,15227
7426,Flerden,2942,6921,16889,2013,5890,14537
7427,Urmein,2917,6862,16745,2012,5888,14534
7428,Tschappina,2729,6419,15664,2090,6114,15091
7430,Thusis,2821,6635,16192,2046,5985,14773
7430,Rongellen,2777,6531,15937,2003,5859,14463
7431,Mutten,4622,10871,26529,3113,9109,22485
7431,Obermutten,3301,7765,18949,2388,6986,17244
7432,Zillis,2297,5403,13184,1942,5683,14027
7433,Donat,2466,5800,14154,1955,5719,14117
7433,Lohn GR,2521,5929,14468,2025,5925,14625
7433,Mathon,1618,3805,9286,1950,5706,14085
7433,Wergenstein,1622,3815,9309,1978,5787,14284
7434,Sufers,2753,6474,15799,1890,5529,13647
7435,Splügen,3135,7374,17994,1864,5455,13465
7436,Medels im Rheinwald,3162,7436,18146,1845,5398,13325
7437,Nufenen,2471,5812,14182,1317,3853,9512
7438,Hinterrhein,2055,4833,11795,1330,3892,9608
7440,Andeer,3108,7310,17839,1891,5534,13660
7442,Clugin,2934,6900,16838,1960,5735,14157
7443,Pignia,2810,6609,16127,1905,5573,13757
7444,Ausserferrera,2822,6638,16198,2112,6181,15257
7445,Innerferrera,1847,4343,10599,1758,5145,12699
7447,Avers,4055,8315,20074,3323,7710,19607
7448,Juf,2480,5833,14235,2734,8000,19747
7450,Tiefencastel,3126,7353,17942,2288,6694,16522
7451,Alvaschein,4997,11752,28678,2296,6717,16581
7452,Cunter,2838,6675,16288,2546,7448,18385
7453,Tinizong,2584,6077,14829,2332,6822,16839
7454,Rona,2364,5560,13567,2048,5994,14794
7455,Mulegns,1796,4225,10309,1488,4352,10743
7456,Sur,1561,3672,8961,1787,5230,12909
7456,Marmorera,1794,4219,10295,1678,4910,12120
7457,Bivio,2875,6763,16504,1993,5830,14391
7458,Mon,1700,3999,9758,2207,6459,15942
7459,Stierva,1694,3984,9722,2556,7478,18459
7460,Savognin,3158,7428,18125,2656,7772,19184
7462,Salouf,2838,6676,16290,2602,7613,18791
7463,Riom,2332,5486,13388,2583,7556,18652
7464,Parsonz,3034,7137,17415,3050,8925,22031
7472,Surava,2657,6250,15251,2239,6551,16171
7473,Alvaneu Bad,2888,6793,16578,2455,7183,17731
7477,Filisur,3007,7072,17258,2250,6583,16250
7482,Bergün/Bravuogn,3363,7909,19301,3011,8809,21744
7482,Preda,3392,7978,19468,3610,10563,26073
7482,Stugl/Stuls,3286,7729,18860,2867,8389,20708
7484,Latsch,3421,8047,19636,2976,8707,21492
7492,Alvaneu Dorf,2878,6770,16520,2445,7154,17659
7493,Schmitten (Albula),2941,6917,16879,2227,6515,16081
7494,Davos Wiesen,3470,8161,19916,3218,9415,23240
7500,St. Moritz,8084,19015,46402,5773,16891,41693
7502,Bever,5439,12792,31215,4105,12011,29649
7503,Samedan,6278,14765,36031,5522,16158,39883
7504,Pontresina,6830,16064,39201,4531,13258,32726
7505,Celerina/Schlarigna,7577,17823,43492,5576,16315,40271
7512,Champfèr,8054,18943,46225,6304,18444,45527
7513,Silvaplana,7368,17330,42290,4405,12888,31813
7513,Silvaplana-Surlej,7731,18184,44374,5583,16334,40318
7514,Sils/Segl Maria,8020,18865,46035,6390,18696,46150
7514,Fex,8075,18992,46345,6312,18467,45584
7515,Sils/Segl Baselgia,7870,18511,45172,6104,17860,44086
7516,Maloja,5348,12580,30698,4670,13663,33725
7517,Plaun da Lej,5294,12453,30388,4454,13032,32167
7522,La Punt Chamues-ch,6460,15195,37080,5030,14716,36325
7523,Madulain,6328,14884,36322,4656,13622,33624
7524,Zuoz,6192,14563,35538,5612,16420,40530
7525,S-chanf,5183,12191,29750,4528,13249,32702
7526,Cinuos-chel,4572,10753,26240,3594,10515,25954
7526,Chapella,4055,8315,20074,3323,7710,19607
7527,Brail,4209,9900,24158,2585,7563,18668
7530,Zernez,3795,8925,21780,2867,8388,20705
7532,Tschierv,2024,4761,11619,1261,3689,9105
7533,Fuldera,1817,4274,10430,1709,5002,12346
7534,Lü,1916,4507,10998,1605,4697,11593
7535,Valchava,2089,4912,11987,1745,5106,12604
7536,Sta. Maria Val Müstair,1736,4084,9966,1966,5753,14199
7537,Müstair,1644,3866,9434,1685,4930,12170
7542,Susch,4566,10739,26207,2261,6616,16332
7543,Lavin,3741,8798,21470,1569,4590,11329
7545,Guarda,3646,8576,20928,1803,5276,13023
7546,Ardez,4095,9632,23503,2284,6683,16495
7550,Scuol,4325,10173,24824,3182,9310,22980
7551,Ftan,4183,9839,24010,3792,11096,27390
7552,Vulpera,3309,7783,18992,3181,9308,22976
7553,Tarasp,3739,8795,21461,3248,9505,23461
7554,Sent,4719,11100,27087,3194,9345,23067
7556,Ramosch,3039,7148,17443,2797,8184,20201
7557,Vnà,2591,6094,14872,3050,8925,22031
7558,Strada,3049,7171,17498,2076,6075,14995
7559,Tschlin,3690,8679,21178,1837,5375,13267
7560,Martina,4294,10100,24647,1206,3529,8711
7562,Samnaun-Compatsch,3762,8847,21590,2203,6444,15907
7563,Samnaun Dorf,4104,9652,23553,2261,6614,16327
7602,Casaccia,2342,5508,13441,2250,6583,16250
7603,Vicosoprano,4019,9453,23067,1714,5014,12377
7604,Borgonovo,3913,9203,22458,1162,3400,8392
7605,Stampa,3564,8384,20459,1654,4839,11944
7606,Promontogno,3163,7441,18157,2144,6273,15485
7606,Bondo,3508,8251,20134,1805,5282,13037
7608,Castasegna,3323,7816,19072,1764,5162,12741
7610,Soglio,3197,7520,18350,2047,5990,14785
7710,Ospizio Bernina,2921,6871,16768,1684,4928,12165
7710,Alp Grüm,2606,6130,14958,1361,3983,9833
7741,S. Carlo (Poschiavo),2641,6211,15157,1067,3122,7706
7742,Poschiavo,3134,7372,17990,2148,6284,15510
7742,Sfazù,1491,3507,8557,2140,6262,15457
7742,La Rösa,1639,3854,9405,2017,5903,14571
7743,Brusio,1418,3335,8137,1404,4107,10138
7743,Miralago,4055,8315,20074,3323,7710,19607
7744,Campocologno,1126,2649,6464,1149,3362,8299
7745,Li Curt,3213,7557,18441,1650,4829,11919
7746,Le Prese,2771,6517,15903,1408,4119,10166
7747,Viano,1237,2909,7100,1389,4064,10032
7748,Campascio,1109,2609,6367,1397,4088,10090
8001,Zürich,10772,18168,36175,8529,15162,31272
8002,Zürich,11528,19443,38714,10335,18374,37897
8003,Zürich,11194,18879,37592,8221,14614,30142
8004,Zürich,11202,18892,37617,8093,14387,29674
8005,Zürich,11141,18790,37415,9112,16200,33412
8006,Zürich,11223,18928,37688,10818,19232,39667
8008,Zürich,12046,20317,40455,10107,17967,37057
8032,Zürich,11848,19982,39787,10654,18941,39065
8037,Zürich,10212,17223,34293,9685,17218,35512
8038,Zürich,11022,18589,37014,9547,16972,35006
8041,Zürich,9067,15292,30448,8597,15284,31522
8044,Zürich,4055,8315,20074,3323,7710,19607
8044,Gockhausen,6995,11797,23489,6992,12430,25636
8045,Zürich,10140,17102,34054,8942,15896,32786
8046,Zürich,4055,8315,20074,3323,7710,19607
8047,Zürich,9464,15962,31784,8750,15555,32083
8048,Zürich,9594,16181,32219,8616,15317,31592
8049,Zürich,9527,16068,31994,8980,15964,32925
8050,Zürich,9280,15651,31164,8585,15262,31479
8051,Zürich,8287,13977,27831,8265,14694,30306
8052,Zürich,8322,14036,27947,8162,14511,29929
8053,Zürich,9281,15653,31167,8580,15254,31461
8055,Zürich,9633,16246,32349,8669,15412,31787
8057,Zürich,9801,16531,32915,9382,16679,34400
8064,Zürich,8317,14028,27931,8161,14509,29925
8102,Oberengstringen,7376,12441,24771,6879,12230,25224
8103,Unterengstringen,6902,11642,23180,6618,11765,24264
8104,Weiningen ZH,6460,10896,21695,6174,10975,22637
8105,Regensdorf,5665,9555,19025,5707,10147,20927
8105,Watt,5790,9765,19443,5428,9650,19904
8106,Adlikon b. Regensdorf,5682,9584,19083,5666,10073,20776
8107,Buchs ZH,5495,9267,18452,5079,9030,18624
8108,Dällikon,4963,8371,16668,5410,9618,19837
8109,Kloster Fahr,4055,8315,20074,3323,7710,19607
8112,Otelfingen,5311,8958,17836,5094,9056,18677
8113,Boppelsen,5159,8702,17326,5139,9137,18845
8114,Dänikon ZH,5436,9168,18256,5257,9346,19276
8115,Hüttikon,5985,10095,20101,5506,9788,20188
8117,Fällanden,6347,10705,21316,6439,11447,23609
8118,Pfaffhausen,6516,10990,21882,6762,12021,24794
8121,Benglen,5586,9421,18760,5600,9956,20534
8122,Binz,6546,11041,21984,6137,10910,22502
8123,Ebmatingen,6200,10457,20822,6538,11624,23974
8124,Maur,7528,12697,25282,6691,11895,24534
8125,Zollikerberg,8530,14387,28647,8842,15720,32422
8126,Zumikon,9644,16265,32386,10096,17948,37017
8127,Forch,8202,13833,27543,8053,14317,29529
8132,Egg b. Zürich,6491,10948,21798,6409,11394,23501
8132,Hinteregg,5672,9567,19049,6279,11163,23025
8133,Esslingen,5897,9946,19804,5866,10428,21507
8134,Adliswil,7823,13194,26271,7108,12637,26064
8135,Langnau am Albis,6687,11279,22458,7098,12618,26025
8135,Sihlbrugg Station,9003,15185,30236,7191,12784,26367
8135,Sihlwald,7601,12819,25525,7211,12819,26439
8136,Gattikon,7461,12583,25054,8132,14457,29817
8142,Uitikon Waldegg,9394,15843,31547,8800,15645,32267
8143,Stallikon,6669,11247,22394,6226,11068,22827
8143,Uetliberg,6456,10889,21681,6161,10952,22589
8152,Glattbrugg,6696,11293,22486,6750,12000,24750
8152,Opfikon,6582,11100,22102,6038,10734,22138
8152,Glattpark (Opfikon),8043,13566,27011,7549,13421,27681
8153,Rümlang,6249,10539,20985,5487,9755,20120
8154,Oberglatt ZH,5544,9350,18617,5396,9593,19785
8155,Niederhasli,5101,8603,17130,5232,9302,19185
8155,Nassenwil,4903,8269,16465,4864,8646,17833
8156,Oberhasli,5190,8754,17430,5069,9012,18588
8157,Dielsdorf,5337,9002,17924,5084,9037,18640
8158,Regensberg,5544,9351,18619,5558,9881,20379
8162,Steinmaur,4964,8372,16669,5389,9580,19759
8162,Sünikon,5214,8794,17511,5415,9627,19856
8164,Bachs,4541,7659,15251,4991,8872,18299
8165,Schöfflisdorf,4938,8328,16582,5087,9043,18652
8165,Oberweningen,4969,8380,16687,4978,8850,18253
8165,Schleinikon,4885,8238,16404,4673,8308,17136
8166,Niederweningen,4936,8325,16576,4698,8353,17227
8172,Niederglatt ZH,5104,8609,17141,5230,9297,19175
8173,Neerach,5071,8552,17028,5658,10059,20746
8174,Stadel b. Niederglatt,4477,7551,15035,4925,8756,18060
8175,Windlach,4337,7314,14564,4618,8209,16931
8180,Bülach,6243,10530,20967,5618,9988,20600
8181,Höri,5051,8519,16962,5081,9032,18629
8182,Hochfelden,5045,8509,16943,5204,9252,19082
8184,Bachenbülach,5977,10080,20071,6112,10865,22409
8185,Winkel,6625,11173,22247,6873,12219,25201
8187,Weiach,4585,7733,15397,4149,7375,15211
8192,Glattfelden,4807,8107,16143,5045,8969,18500
8192,Zweidlen,4684,7900,15730,4234,7526,15523
8193,Eglisau,5073,8556,17036,4866,8651,17842
8194,Hüntwangen,4622,7795,15521,4220,7502,15472
8195,Wasterkingen,4298,7248,14432,4113,7312,15081
8196,Wil ZH,4418,7451,14836,4563,8112,16732
8197,Rafz,4701,7928,15786,4568,8120,16748
8200,Schaffhausen,4320,6784,10660,4068,7169,13961
8203,Schaffhausen,4359,6845,10756,4019,7084,13795
8207,Schaffhausen,4252,6677,10492,4173,7354,14322
8208,Schaffhausen,4731,7428,11673,3647,6428,12518
8212,Neuhausen am Rheinfall,4193,6583,10345,3708,6535,12725
8212,Nohl,4219,7116,14169,4284,7616,15708
8213,Neunkirch,4081,6408,10070,3241,5712,11124
8214,Gächlingen,3916,6149,9662,3140,5534,10776
8215,Hallau,3564,5597,8795,3113,5487,10685
8216,Oberhallau,3607,5664,8900,2715,4785,9317
8217,Wilchingen,3487,5475,8604,3263,5751,11199
8218,Osterfingen,3968,6230,9790,3225,5685,11070
8219,Trasadingen,3365,5284,8304,3284,5788,11272
8222,Beringen,4158,6529,10260,3782,6665,12979
8223,Guntmadingen,3388,5321,8361,3223,5681,11063
8224,Löhningen,3709,5824,9152,3314,5842,11376
8225,Siblingen,3115,4892,7687,3328,5867,11424
8226,Schleitheim,2894,4545,7142,2927,5159,10046
8228,Beggingen,3052,4793,7532,2789,4915,9572
8231,Hemmental,3601,5654,8885,3135,5526,10760
8232,Merishausen,4043,6349,9977,2751,4849,9443
8233,Bargen SH,3932,6174,9702,2967,5229,10183
8234,Stetten SH,4779,7504,11792,4404,7763,15117
8235,Lohn SH,4678,7345,11542,3716,6549,12753
8236,Büttenhardt,5049,7928,12458,5132,9045,17614
8236,Opfertshofen SH,3563,5594,8791,3134,5524,10758
8239,Dörflingen,3778,5932,9322,3693,6508,12674
8240,Thayngen,3775,5928,9316,3513,6192,12059
8241,Barzheim,3931,6172,9699,3664,6458,12576
8242,Bibern SH,3563,5594,8791,3186,5615,10934
8242,Hofen SH,3563,5594,8791,3086,5440,10593
8243,Altdorf SH,4801,7539,11847,2881,5077,9887
8245,Feuerthalen,4303,7257,14449,4085,7262,14979
8246,Langwiesen,4305,7261,14458,4321,7682,15844
8247,Flurlingen,4834,8153,16234,4631,8233,16980
8248,Uhwiesen,4797,8091,16109,4512,8021,16542
8252,Schlatt TG,3822,6589,10982,3955,6517,12253
8253,Diessenhofen,3661,6312,10519,4029,6639,12483
8253,Willisdorf,3716,6407,10679,4457,7345,13812
8254,Basadingen,3657,6305,10509,3585,5908,11109
8255,Schlattingen,3607,6219,10365,4100,6757,12705
8259,Kaltenbach,3999,6895,11492,4014,6615,12438
8259,Etzwilen,3817,6580,10967,3922,6462,12151
8259,Rheinklingen,3817,6581,10968,3703,6101,11473
8259,Wagenhausen,4068,7014,11690,4091,6741,12675
8260,Stein am Rhein,4414,6931,10891,3997,7044,13717
8261,Hemishofen,4222,6629,10418,4043,7126,13876
8262,Ramsen,3605,5660,8895,2885,5085,9902
8263,Buch SH,3814,5988,9410,2921,5148,10025
8264,Eschenz,3761,6485,10808,4046,6667,12537
8265,Mammern,4920,8484,14139,5121,8439,15867
8266,Steckborn,4401,7589,12648,4868,8023,15085
8267,Berlingen,4716,8131,13551,5673,9348,17577
8268,Mannenbach-Salenstein,4010,6914,11524,5754,9481,17828
8268,Salenstein,3983,6868,11446,5584,9202,17304
8269,Fruthwilen,4493,7747,12911,5311,8753,16458
8272,Ermatingen,4992,8607,14345,5725,9434,17739
8273,Triboltingen,5133,8850,14750,5675,9352,17585
8274,Tägerwilen,4650,8018,13363,5172,8523,16027
8274,Gottlieben,4721,8139,13565,4942,8144,15314
8280,Kreuzlingen,4567,7874,13124,5204,8575,16125
8302,Kloten,6326,10669,21244,6102,10849,22375
8303,Bassersdorf,6171,10408,20725,5996,10660,21986
8304,Wallisellen,7340,12380,24650,6773,12041,24834
8305,Dietlikon,6330,10675,21256,6199,11021,22731
8306,Brüttisellen,6035,10178,20266,5706,10144,20923
8307,Effretikon,5381,9076,18071,5323,9464,19519
8307,Ottikon b. Kemptthal,6504,10970,21843,5416,9629,19859
8308,Illnau,6004,10126,20162,5401,9602,19805
8308,Agasul,6203,10461,20830,5118,9099,18766
8309,Nürensdorf,5714,9637,19189,5833,10369,21387
8310,Kemptthal,4973,8387,16700,5251,9335,19253
8310,Grafstal,4785,8070,16069,4788,8512,17555
8311,Brütten,5398,9104,18127,5418,9631,19865
8312,Winterberg ZH,5547,9355,18627,5763,10245,21131
8314,Kyburg,5783,9754,19421,4878,8671,17884
8315,Lindau,5507,9288,18494,5448,9686,19977
8317,Tagelswangen,5450,9191,18301,5399,9597,19795
8320,Fehraltorf,5415,9133,18185,5435,9662,19928
8322,Madetswil,5214,8793,17508,5286,9397,19381
8322,Gündisau,5752,9701,19316,5437,9667,19937
8330,Pfäffikon ZH,6248,10537,20981,6221,11060,22811
8331,Auslikon,5719,9646,19207,5326,9469,19530
8332,Russikon,5499,9275,18468,5538,9845,20305
8332,Rumlikon,5646,9523,18961,4904,8718,17980
8335,Hittnau,4724,7968,15865,4717,8386,17297
8340,Hinwil,5648,9526,18968,4998,8886,18328
8342,Wernetshausen,5679,9578,19071,5001,8890,18336
8344,Bäretswil,4661,7860,15651,4439,7891,16275
8345,Adetswil,4574,7714,15361,4478,7960,16418
8352,Elsau,5341,9007,17935,4551,8091,16688
8352,Ricketwil (Winterthur),5381,9075,18070,4697,8350,17222
8353,Elgg,4817,8124,16176,4621,8215,16943
8354,Hofstetten ZH,4430,7472,14878,4095,7280,15014
8354,Dickbuch,4838,8159,16247,3447,6127,12638
8355,Aadorf,3979,6860,11433,4090,6740,12674
8356,Ettenhausen TG,4330,7465,12442,4259,7018,13195
8357,Guntershausen b. Aadorf,3801,6553,10922,3891,6412,12056
8360,Eschlikon TG,3921,6761,11268,4156,6849,12879
8360,Wallenwil,3784,6524,10873,4165,6863,12904
8362,Balterswil,3789,6533,10888,3807,6273,11795
8363,Bichelsee,3916,6751,11251,4130,6806,12798
8370,Sirnach,3814,6576,10961,3911,6445,12119
8371,Busswil TG,3849,6636,11059,4211,6940,13049
8372,Wiezikon b. Sirnach,3778,6514,10856,3704,6105,11479
8374,Dussnang,3585,6181,10302,3655,6024,11327
8374,Oberwangen TG,4462,7694,12823,3699,6095,11461
8376,Fischingen,4080,7034,11724,3777,6224,11703
8376,Au TG,3779,6515,10859,3613,5954,11196
8400,Winterthur,6621,11167,22235,5785,10285,21213
8404,Winterthur,5919,9984,19879,5718,10165,20965
8404,Reutlingen (Winterthur),6008,10132,20175,5594,9945,20511
8404,Stadel (Winterthur),5411,9125,18170,5562,9889,20395
8405,Winterthur,5287,8917,17755,5547,9860,20337
8406,Winterthur,5979,10085,20080,5423,9641,19884
8408,Winterthur,5643,9517,18950,5394,9590,19778
8409,Winterthur,5508,9290,18498,5225,9288,19157
8412,Aesch (Neftenbach),4684,7900,15730,4200,7467,15401
8412,Riet (Neftenbach),4711,7946,15822,4013,7135,14716
8412,Hünikon (Neftenbach),4095,6906,13750,4374,7776,16037
8413,Neftenbach,5151,8687,17298,5387,9578,19754
8414,Buch am Irchel,4608,7772,15475,4305,7654,15786
8415,Berg am Irchel,4798,8092,16112,4087,7265,14984
8415,Gräslikon,4772,8048,16026,4183,7437,15339
8416,Flaach,4773,8050,16029,3968,7055,14551
8418,Schlatt ZH,3985,6722,13384,4067,7231,14913
8421,Dättlikon,4765,8037,16003,4803,8539,17612
8422,Pfungen,4660,7860,15650,4814,8558,17650
8424,Embrach,5163,8708,17338,4848,8619,17778
8425,Oberembrach,4870,8213,16354,5134,9127,18824
8426,Lufingen,5426,9151,18220,5565,9893,20404
8427,Freienstein,4590,7742,15416,4324,7686,15853
8427,Rorbas,5140,8670,17262,4639,8247,17009
8428,Teufen ZH,4868,8210,16348,5125,9111,18792
8442,Hettlingen,5155,8695,17312,5147,9151,18873
8444,Henggart,4454,7512,14958,4769,8478,17485
8447,Dachsen,4351,7339,14613,4345,7724,15931
8450,Andelfingen,4861,8198,16323,4396,7815,16118
8451,Kleinandelfingen,4197,7078,14093,4445,7903,16300
8452,Adlikon b. Andelfingen,4568,7705,15341,4008,7125,14696
8453,Alten,4791,8080,16088,4401,7824,16136
8454,Buchberg,5430,8527,13399,4953,8731,17002
8455,Rüdlingen,4464,7010,11016,4219,7437,14482
8457,Humlikon,4537,7653,15238,4422,7861,16212
8458,Dorf,4685,7901,15732,4270,7591,15656
8459,Volken,4517,7619,15170,3745,6658,13733
8460,Marthalen,4772,8048,16026,3960,7040,14521
8461,Oerlingen,4387,7399,14732,3809,6772,13967
8462,Rheinau,4444,7495,14924,3770,6702,13822
8463,Benken ZH,4438,7484,14902,4453,7916,16327
8464,Ellikon am Rhein,4621,7794,15518,4085,7263,14980
8465,Rudolfingen,4647,7837,15605,3987,7089,14620
8465,Wildensbuch,5354,9031,17981,4267,7585,15644
8466,Trüllikon,4642,7829,15589,3506,6233,12856
8467,Truttikon,4290,7235,14406,3913,6956,14346
8468,Waltalingen,4470,7540,15013,3793,6742,13906
8468,Guntalingen,4436,7482,14898,3924,6977,14389
8471,Rutschwil (Dägerlen),4890,8247,16421,4425,7867,16226
8471,Dägerlen,4795,8088,16104,4217,7497,15462
8471,Oberwil (Dägerlen),4543,7663,15257,3441,6117,12617
8471,Berg (Dägerlen),4410,7437,14808,4249,7553,15579
8471,Bänk (Dägerlen),5324,8980,17880,4497,7994,16488
8472,Seuzach,5880,9917,19747,5710,10152,20938
8472,Unterohringen,4055,8315,20074,3323,7710,19607
8472,Oberohringen,4055,8315,20074,3323,7710,19607
8474,Dinhard,4167,7029,13995,4417,7853,16197
8475,Ossingen,4142,6986,13911,4133,7347,15153
8476,Unterstammheim,4269,7200,14337,3758,6680,13778
8477,Oberstammheim,4318,7283,14501,4163,7400,15263
8478,Thalheim an der Thur,3905,6586,13114,3847,6839,14106
8479,Altikon,4001,6748,13437,4788,8513,17557
8482,Sennhof (Winterthur),5512,9296,18510,5264,9358,19301
8483,Kollbrunn,4463,7527,14988,4816,8562,17660
8484,Weisslingen,4780,8062,16053,4800,8534,17601
8484,Neschwil,5052,8520,16965,4136,7353,15165
8484,Theilingen,5191,8754,17431,4664,8291,17101
8486,Rikon im Tösstal,4374,7378,14690,4233,7525,15521
8487,Zell ZH,3943,6650,13240,4434,7883,16260
8487,Rämismühle,3877,6539,13021,4509,8016,16532
8488,Turbenthal,4122,6952,13842,4193,7454,15374
8489,Wildberg,3908,6591,13124,3989,7092,14628
8489,Schalchen,4227,7129,14194,4010,7130,14705
8489,Ehrikon,3845,6484,12911,3664,6513,13433
8492,Wila,4054,6837,13613,4196,7459,15385
8493,Saland,4339,7318,14571,4208,7480,15428
8494,Bauma,4474,7545,15024,4141,7362,15185
8495,Schmidrüti,4147,6994,13927,3635,6463,13330
8496,Steg im Tösstal,3703,6245,12435,3563,6334,13063
8497,Fischenthal,3792,6395,12734,3053,5428,11194
8498,Gibswil,3983,6718,13376,3975,7066,14573
8499,Sternenberg,4934,8321,16568,3782,6723,13866
8500,Frauenfeld,4233,7298,12163,4948,8153,15331
8500,Gerlikon,3405,5871,9784,5138,8468,15922
8505,Pfyn,3822,6589,10982,4147,6834,12851
8505,Dettighofen,3961,6829,11382,3819,6293,11834
8506,Lanzenneunforn,4211,7260,12100,3915,6452,12132
8507,Hörhausen,3880,6689,11149,4957,8169,15361
8508,Homburg,3351,5778,9630,3991,6577,12367
8512,Thundorf,3489,6016,10027,3978,6555,12325
8512,Lustdorf,3443,5937,9895,3832,6315,11875
8512,Wetzikon TG,3503,6039,10065,4050,6674,12549
8514,Amlikon-Bissegg,3383,5834,9723,4116,6783,12754
8522,Häuslenen,3573,6160,10267,4228,6967,13101
8522,Aawangen,3561,6139,10231,4613,7602,14295
8523,Hagenbuch ZH,3764,6348,12639,4211,7486,15440
8524,Uesslingen,3866,6665,11109,4371,7204,13545
8524,Buch b. Frauenfeld,4285,7388,12314,3777,6224,11704
8525,Niederneunforn,4031,6950,11583,5133,8459,15905
8525,Wilen b. Neunforn,4355,7345,14625,4801,8534,17602
8526,Oberneunforn,4256,7338,12230,4284,7059,13274
8532,Warth,4190,7224,12041,4575,7539,14176
8532,Weiningen TG,4044,6972,11621,4455,7341,13803
8535,Herdern,4697,8099,13499,4842,7980,15004
8536,Hüttwilen,4749,8188,13647,4879,8041,15119
8537,Nussbaumen TG,4243,7316,12194,3769,6212,11680
8537,Uerschhausen,4313,7436,12393,4484,7389,13893
8542,Wiesendangen,5582,9414,18745,5331,9477,19547
8543,Bertschikon,4559,7689,15309,4103,7294,15043
8543,Gundetswil,4602,7761,15453,4256,7567,15606
8543,Kefikon ZH,4563,7696,15325,3973,7062,14566
8544,Attikon,5374,9063,18047,4462,7932,16360
8545,Rickenbach ZH,4949,8348,16621,4593,8166,16842
8545,Rickenbach Sulz,5136,8663,17249,4872,8661,17864
8546,Islikon,4211,7260,12100,4306,7096,13343
8546,Kefikon TG,4361,7518,12530,4202,6925,13020
8546,Menzengrüt,4728,7974,15878,3437,6110,12601
8547,Gachnang,4207,7253,12088,4582,7551,14198
8548,Ellikon an der Thur,4375,7379,14692,3761,6687,13792
8552,Felben-Wellhausen,3647,6288,10481,4370,7202,13541
8553,Harenwilen,3847,6632,11054,3854,6351,11943
8553,Mettendorf TG,3992,6883,11472,4290,7070,13294
8553,Hüttlingen,4316,7442,12403,3907,6438,12106
8553,Eschikofen,3783,6523,10871,3995,6583,12378
8554,Müllheim-Wigoltingen,3362,5796,9660,4295,7077,13308
8554,Bonau,3277,5651,9418,3783,6234,11722
8555,Müllheim Dorf,4357,7511,12519,4068,6704,12606
8556,Wigoltingen,3650,6293,10488,4085,6731,12657
8556,Engwang,3963,6834,11389,4118,6787,12761
8556,Illhart,4065,7008,11680,3947,6504,12230
8556,Lamperswil TG,3821,6588,10980,4064,6697,12593
8558,Raperswilen,4060,7001,11668,4114,6780,12748
8560,Märstetten,4129,7119,11865,4274,7043,13244
8561,Ottoberg,4461,7692,12820,5816,9584,18021
8564,Hefenhausen,4384,7559,12599,4132,6810,12804
8564,Engwilen,4153,7160,11934,4085,6732,12658
8564,Sonterswil,4428,7635,12725,4335,7143,13431
8564,Wäldi,4738,8169,13615,4253,7008,13177
8564,Lipperswil,4649,8016,13359,3759,6195,11648
8564,Wagerswil,4380,7552,12586,4058,6687,12573
8564,Hattenhausen,4406,7596,12660,3778,6226,11707
8564,Gunterswilen,4612,7952,13254,4299,7084,13320
8565,Hugelshofen,4135,7130,11883,3847,6340,11922
8566,Neuwilen,3700,6379,10631,4187,6900,12975
8566,Dotnacht,3729,6430,10717,4306,7096,13343
8566,Ellighausen,3224,5559,9264,4365,7193,13526
8566,Lippoldswilen,3842,6624,11040,3911,6445,12119
8570,Weinfelden,4282,7382,12304,4831,7962,14971
8572,Berg TG,3690,6362,10604,4281,7055,13266
8572,Andhausen,4047,6978,11630,4051,6676,12554
8572,Graltshausen,3567,6150,10251,4200,6921,13014
8572,Guntershausen b. Berg,3741,6450,10749,3974,6548,12313
8573,Siegershausen,3937,6789,11314,4325,7127,13402
8573,Alterswilen,3488,6015,10024,3961,6528,12275
8573,Altishausen,3296,5683,9471,4422,7288,13703
8574,Illighausen,4041,6967,11611,4290,7069,13293
8574,Oberhofen TG,4268,7359,12265,4400,7250,13633
8574,Lengwil,4119,7102,11836,4657,7674,14429
8574,Dettighofen (Lengwil),4118,7100,11833,4176,6882,12940
